Chr	cnvStart	cnvEnd	CpG	Gene	Distance	rValue	-log(NomimalPvalue)	-log(PermutationPvalueP100)	-log(PermutationPvalueP10)	Source	NominalPvalue
15	22262752	22265250	cg05924191	FLJ20582	10803261	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
2	41094412	41095830	cg16406212	UBXD4	17078457	-0.550	4.7039	4.5201	5.5967	1000GPgenotype	0.000019775925524
2	41091871	41103797	cg16406212	UBXD4	17081170	-0.550	4.7039	4.5201	5.5967	1000GPgenotype	0.000019775925524
19	41738022	41738337	cg24824840	SHANK1	14173789	0.517	4.1378	3.9553	4.9015	1000GPgenotype	0.000072808044069
9	140099612	140101330	cg20188282	GTF3C5	5204643	-0.541	4.5387	4.2806	5.2857	1000GPgenotype	0.000028925006261
1	195053464	195055175	cg14106085	FOXD2	147379447	0.581	5.2924	4.4769	5.5851	1000GPgenotype	0.000005099945217
12	33113269	33113326	cg07973246	SRGAP1	29410953	-0.532	4.3838	4.2892	5.2315	1000GPgenotype	0.000041325888431
8	25034712	25037930	cg15995002	RAD54B	70520111	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
5	150860912	150862730	cg20584011	ZDHHC11	149957316	0.544	4.5979	4.4964	5.5095	1000GPgenotype	0.000025242358875
8	76576602	76576706	cg23644127	C8orf38	19529753	-0.605	5.8028	4.3612	5.3918	1000GPgenotype	0.000001574658203
8	127470365	127474127	cg23538854	IL7	47592522	0.541	4.5464	4.3226	5.2233	1000GPgenotype	0.000028415522284
12	102902827	102903508	cg14914982	CCND2	98649118	-0.569	5.0536	4.3051	5.1348	1000GPgenotype	0.000008839218723
10	35633213	35633542	cg07621046	C10orf82	82786295	0.582	5.3178	4.3035	5.2573	1000GPgenotype	0.000004811086157
15	99159011	99159893	cg17316750	FAM82C	60325030	0.514	4.0862	3.9503	4.8419	1000GPgenotype	0.000082000318083
15	99159011	99159893	cg25808839	LACTB	37958056	0.543	4.5701	3.9694	4.7557	1000GPgenotype	0.000026906412836
15	99159011	99159893	cg17676096	LEO1	49107939	0.532	4.3910	4.0472	5.2479	1000GPgenotype	0.000040648388349
14	97853734	97854840	cg11700584	RPL36AL	48696794	0.523	4.2315	4.0869	4.8974	1000GPgenotype	0.000058685811462
15	22234312	22236830	cg05924191	FLJ20582	10831691	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
10	133299069	133299399	cg24428042	ECHDC3	121475089	0.588	5.4260	4.2114	5.1898	1000GPgenotype	0.000003750010457
7	39563899	39564163	cg07753583	LRRC61	110087347	0.547	4.6493	4.4854	5.5469	1000GPgenotype	0.000022424653508
7	131044876	131047079	cg03700462	HOXA1	103943426	0.532	4.3853	4.3282	5.4261	1000GPgenotype	0.000041183590107
2	41099912	41101730	cg16406212	UBXD4	17084157	-0.550	4.7039	4.5201	5.5967	1000GPgenotype	0.000019775925524
19	14907392	14910477	cg18678421	LENG8	44743156	0.518	4.1473	3.9820	5.0635	1000GPgenotype	0.000071243746674
19	14907392	14910477	cg03410718	FLJ45684	14310508	-0.522	4.2175	3.9874	5.1017	1000GPgenotype	0.000060606263700
15	19810212	19812830	cg23311628	RAB8B	41457244	-0.562	4.9148	3.8992	5.0243	1000GPgenotype	0.000012168375068
19	13636678	13637850	cg15456206	ZNF580	47206967	0.506	3.9526	3.9333	4.8554	1000GPgenotype	0.000111538585555
12	9533412	9535530	cg14449051	SLC6A15	74295674	-0.537	4.4651	4.3641	5.4813	1000GPgenotype	0.000034271188416
15	22269112	22271030	cg05924191	FLJ20582	10797191	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
8	138812148	138813043	cg04681849	PDGFRL	121333450	-0.535	4.4354	4.3518	5.1292	1000GPgenotype	0.000036697729664
19	8150155	8150976	cg17832674	CALM3	43645621	-0.520	4.1765	3.9652	5.2278	1000GPgenotype	0.000066600680918
19	56825467	56828525	cg27611665	FBXL12	47036378	0.561	4.9067	3.9951	4.8484	1000GPgenotype	0.000012395760897
6	823279	823565	cg07971188	HCP5	30715542	0.554	4.7732	4.5124	5.6832	1000GPgenotype	0.000016858970509
2	188827468	188829227	cg22395019	GALNT14	157613845	-0.547	4.6486	4.4929	5.8672	1000GPgenotype	0.000022461806640
19	38264621	38264884	cg06586599	MCOLN1	30771240	0.545	4.6180	3.9961	5.1061	1000GPgenotype	0.000024101043296
8	115703212	115704730	cg23526055	TCEB1	40656851	0.539	4.5039	4.2585	5.5558	1000GPgenotype	0.000031340784061
12	7713911	7715588	cg26829131	HOXC9	44965511	-0.600	5.6815	4.4166	5.6785	1000GPgenotype	0.000002082040785
15	22246712	22250530	cg05924191	FLJ20582	10818641	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
20	35249024	35249335	cg07889201	ZNF343	32811463	-0.559	4.8603	3.8741	4.7802	1000GPgenotype	0.000013793411671
20	36572671	36572983	cg09926892	RNPC2	2779579	0.502	3.8963	3.8792	5.0196	1000GPgenotype	0.000126970030725
19	52496196	52496275	cg05488632	ABHD9	37291502	0.561	4.9075	3.9382	4.9253	1000GPgenotype	0.000012374654852
16	58589584	58589897	cg19369556	CDH13	22628826	0.551	4.7124	4.0338	5.0436	1000GPgenotype	0.000019391681915
2	82889150	82889927	cg15768203	PPIG	87260125	0.561	4.9128	4.4374	5.5385	1000GPgenotype	0.000012223151702
7	150861131	150862776	cg25990230	PMS2L3	75866771	0.555	4.7909	4.3750	5.4988	1000GPgenotype	0.000016184784669
18	61359207	61359301	cg07980518	RNF152	3647065	-0.544	4.5913	4.0442	5.2291	1000GPgenotype	0.000025628186452
7	120077487	120078623	cg14427173	RINT-1	15118155	-0.549	4.6799	4.4208	5.6753	1000GPgenotype	0.000020897689205
15	22220463	22270264	cg05924191	FLJ20582	10821899	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
3	163118206	163118385	cg14870461	AER61	93973122	-0.549	4.6799	4.4251	5.5641	1000GPgenotype	0.000020898069679
3	163118206	163118385	cg03929796	ALAS1	110910987	-0.616	6.0472	4.5657	5.5004	1000GPgenotype	0.000000896927822
19	55526309	55526366	cg06650786	NOTCH3	40353854	-0.515	4.1027	4.0197	5.1441	1000GPgenotype	0.000078940343445
11	5760312	5763730	cg07696033	ALX4	38520670	-0.532	4.3856	4.3177	5.4525	1000GPgenotype	0.000041151062071
19	41532551	41533972	cg15392792	DNM2	30843335	-0.517	4.1321	3.9559	4.9068	1000GPgenotype	0.000073776646832
17	36675467	36681025	cg00214346	PRKAR1A	27341976	-0.536	4.4460	4.1237	5.0832	1000GPgenotype	0.000035813314560
17	36675467	36681025	cg19383689	WSB1	14032912	-0.522	4.2083	4.1079	5.2337	1000GPgenotype	0.000061903185695
9	33413362	33414654	cg12118437	REXO4	101858808	0.550	4.7101	4.2247	5.4025	1000GPgenotype	0.000019493396456
13	45804889	45805037	cg16000832	RCBTB2	2200018	0.542	4.5618	4.2102	5.4038	1000GPgenotype	0.000027428513402
3	159758323	159758423	cg13775495	IL12A	1431059	-0.575	5.1685	4.5579	5.8938	1000GPgenotype	0.000006783829896
16	18740026	18745877	cg04339860	WWP2	49610913	-0.514	4.0897	3.9694	4.9875	1000GPgenotype	0.000081329880023
16	18740026	18745877	cg19229809	ZNF267	13049892	-0.602	5.7306	4.0098	5.2346	1000GPgenotype	0.000001859358460
16	18740026	18745877	cg27254601	MAZ	10982477	-0.558	4.8440	4.1215	5.2607	1000GPgenotype	0.000014323433072
16	18740026	18745877	cg15134649	MT1E	36473711	-0.534	4.4192	4.0551	5.0674	1000GPgenotype	0.000038093080037
11	5753312	5756230	cg07696033	ALX4	38527920	-0.532	4.3856	4.3177	5.4525	1000GPgenotype	0.000041151062071
7	147703797	147707256	cg07461582	RINT-1	42745626	0.548	4.6565	4.3893	5.4606	1000GPgenotype	0.000022056172597
3	2608027	2608347	cg22700017	CAMK2N2	182853575	-0.556	4.8141	4.3853	5.4491	1000GPgenotype	0.000015341414053
19	56825620	56842045	cg27611665	FBXL12	47043214	0.561	4.9067	3.9951	4.8484	1000GPgenotype	0.000012395760897
5	151230352	151232850	cg27092035	ARL10	24494157	0.545	4.6134	4.5843	5.4882	1000GPgenotype	0.000024354883472
17	55934631	55936055	cg08635242	CPD	30205160	-0.537	4.4784	4.0776	5.0090	1000GPgenotype	0.000033237175567
17	70619324	70619833	cg16435601	FALZ	7367457	-0.523	4.2363	4.0990	5.2513	1000GPgenotype	0.000058031711118
13	46970883	46971205	cg00888561	WDFY2	4085612	0.574	5.1564	4.1874	5.1923	1000GPgenotype	0.000006976326207
3	196096013	196096328	cg03277051	COL8A1	95256750	-0.548	4.6592	4.5230	5.6514	1000GPgenotype	0.000021919469991
2	41098012	41098930	cg16406212	UBXD4	17081807	-0.550	4.7039	4.5201	5.5967	1000GPgenotype	0.000019775925524
6	119118982	119120620	cg20955831	LRRC16	93732432	-0.539	4.5004	4.3329	5.4520	1000GPgenotype	0.000031592914675
6	119118982	119120620	cg14556618	IGF2R	41190534	-0.545	4.6168	4.5583	5.8658	1000GPgenotype	0.000024165234430
7	81566664	81567000	cg24169822	HOXA4	54430034	-0.544	4.5866	4.4345	5.3134	1000GPgenotype	0.000025908534790
2	140595894	140595987	cg06983551	BUB1	29443597	0.563	4.9500	4.5062	5.6924	1000GPgenotype	0.000011220655366
15	22242412	22245430	cg05924191	FLJ20582	10823341	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
7	148461681	148461744	cg06943865	PEG10	54329994	0.540	4.5268	4.4245	5.3883	1000GPgenotype	0.000029732383914
15	22258712	22261530	cg05924191	FLJ20582	10807141	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
2	181634073	181634394	cg04072323	SKIP	47120490	0.568	5.0382	4.4292	5.2899	1000GPgenotype	0.000009158692578
10	11985438	11985776	cg24334983	ANXA11	69969541	-0.578	5.2372	4.2892	5.3030	1000GPgenotype	0.000005791598535
12	76432788	76433110	cg19402885	PTPRO	61066020	0.548	4.6600	4.3451	5.4180	1000GPgenotype	0.000021878799542
8	25028350	25046860	cg15995002	RAD54B	70518827	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
15	22255312	22257230	cg05924191	FLJ20582	10810991	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
17	36681367	36685525	cg00214346	PRKAR1A	27336776	-0.536	4.4460	4.1237	5.0832	1000GPgenotype	0.000035813314560
17	36681367	36685525	cg19383689	WSB1	14038112	-0.522	4.2083	4.1079	5.2337	1000GPgenotype	0.000061903185695
3	193605463	193606156	cg15900980	GPX1	144235398	0.545	4.6110	4.4633	5.4625	1000GPgenotype	0.000024488984321
19	12467942	12472271	cg00401678	EMR3	2178221	0.554	4.7704	3.9608	4.8593	1000GPgenotype	0.000016968641255
19	12467942	12472271	cg11677722	PAF1	32103775	0.583	5.3371	4.0105	5.2064	1000GPgenotype	0.000004601975588
17	62361003	62361318	cg18503387	MRPS23	9079198	0.524	4.2496	4.0700	4.9083	1000GPgenotype	0.000056280831335
14	75968700	75968926	cg14611174	SIX6	15922934	-0.550	4.7089	4.0744	5.2659	1000GPgenotype	0.000019546245407
6	79078312	79079230	cg16218387	FAM8A1	61369957	-0.585	5.3689	4.5323	5.4658	1000GPgenotype	0.000004276982585
15	99202548	99202769	cg25829226	PLEKHQ1	36281495	-0.529	4.3371	3.9402	5.3118	1000GPgenotype	0.000046017880176
17	50288737	50288968	cg12844497	AURKB	42234268	0.524	4.2427	4.0831	5.3239	1000GPgenotype	0.000057180881315
3	108520640	108523022	cg05570980	C3orf52	4766089	-0.543	4.5830	4.5120	5.6373	1000GPgenotype	0.000026118957231
5	23938779	23940991	cg26413355	UNQ9217	55879767	-0.541	4.5470	4.5004	5.4532	1000GPgenotype	0.000028381935272
11	130001608	130001852	cg11781389	LOC89944	3705424	0.599	5.6562	4.3757	5.6700	1000GPgenotype	0.000002206932302
2	215291705	215292021	cg02358761	STK17B	18547421	0.559	4.8593	4.5256	5.5037	1000GPgenotype	0.000013827062584
6	31384612	31386630	cg00893987	RPL7L1	11569831	0.569	5.0522	4.4351	5.3963	1000GPgenotype	0.000008867128792
6	31384612	31386630	cg02599464	HIST1H4I	4170213	0.569	5.0522	4.5392	5.5397	1000GPgenotype	0.000008867128792
2	115344575	115345313	cg13297249	FLJ38379	127249777	-0.549	4.6826	4.5219	5.5616	1000GPgenotype	0.000020769019287
11	42112726	42113054	cg23617121	OSBPL5	39035101	0.530	4.3500	4.3361	5.3175	1000GPgenotype	0.000044665386831
19	56828967	56841025	cg27611665	FBXL12	47044378	0.561	4.9067	3.9951	4.8484	1000GPgenotype	0.000012395760897
13	37955316	37958201	cg03623878	MCF2L	74746769	0.526	4.2854	4.1279	5.1645	1000GPgenotype	0.000051827314410
1	56173871	56174191	cg16343696	KPNA6	23827225	-0.553	4.7612	4.5062	5.3029	1000GPgenotype	0.000017330863738
17	32217537	32217855	cg22325646	RND2	6212787	0.535	4.4408	4.0582	5.1234	1000GPgenotype	0.000036244005351
17	32217537	32217855	cg26129916	GGA3	38551695	0.528	4.3208	4.0540	5.0851	1000GPgenotype	0.000047770599891
17	15730283	15734513	cg10944783	TBPIP	22251179	-0.552	4.7404	4.0955	5.2709	1000GPgenotype	0.000018179478730
11	5756712	5759730	cg07696033	ALX4	38524470	-0.532	4.3856	4.3177	5.4525	1000GPgenotype	0.000041151062071
2	91190348	91190412	cg03552103	SEPT10	18539075	-0.581	5.2887	4.4752	5.5806	1000GPgenotype	0.000005143719256
4	176357119	176357507	cg23595927	MYL5	175695384	0.553	4.7526	4.5699	5.8548	1000GPgenotype	0.000017677328114
3	156893652	156893976	cg02332525	GRM7	150015769	0.545	4.6186	4.4441	5.4558	1000GPgenotype	0.000024065060240
1	225548888	225549205	cg04668164	SMAP1L	184936813	0.559	4.8712	4.5188	5.5981	1000GPgenotype	0.000013450889525
11	85981879	85984206	cg03750407	RAD9A	19066933	-0.533	4.3966	4.3005	5.4365	1000GPgenotype	0.000040120340003
15	23482491	23483470	cg12623088	MGC4562	40890108	-0.536	4.4592	3.9470	4.9757	1000GPgenotype	0.000034739852117
9	108063938	108064248	cg26805528	CRAT	22849244	-0.549	4.6897	4.2524	5.1657	1000GPgenotype	0.000020431964475
8	25032812	25034130	cg15995002	RAD54B	70522961	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
8	25041114	25042787	cg15995002	RAD54B	70514482	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
4	61710907	61711189	cg02553486	CORIN	14176897	0.559	4.8751	4.6106	5.5883	1000GPgenotype	0.000013331248637
4	147139029	147147190	cg13743031	NEIL3	31325051	-0.546	4.6216	4.6180	5.7151	1000GPgenotype	0.000023900831533
10	66702393	66702807	cg03285457	LBX1	36276486	0.556	4.8198	4.1870	5.1561	1000GPgenotype	0.000015143939015
19	41532592	41538912	cg15392792	DNM2	30845826	-0.517	4.1321	3.9559	4.9068	1000GPgenotype	0.000073776646832
19	22899898	22903253	cg20897667	PEG3	39141934	-0.510	4.0213	3.9609	5.1166	1000GPgenotype	0.000095203129992
19	59248112	59250930	cg24836583	HOMER3	40336839	0.553	4.7501	3.9979	5.1417	1000GPgenotype	0.000017779139023
8	25029502	25031800	cg15995002	RAD54B	70525781	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
11	5741412	5745230	cg07696033	ALX4	38539370	-0.532	4.3856	4.3177	5.4525	1000GPgenotype	0.000041151062071
10	10748550	10748869	cg11443787	MLLT10	11114756	-0.525	4.2684	4.2028	5.2345	1000GPgenotype	0.000053905595920
10	75043831	75051240	cg16786703	ADAM8	59892748	-0.542	4.5643	4.1846	5.4098	1000GPgenotype	0.000027273050325
1	101161140	101161459	cg26168975	C1orf80	119792076	-0.540	4.5210	4.5004	5.4711	1000GPgenotype	0.000030128171192
12	29735649	29737702	cg00113951	CABP1	89826518	0.553	4.7612	4.3696	5.5257	1000GPgenotype	0.000017330863738
10	135090812	135092535	cg20441175	DNAJC9	60414783	0.522	4.2096	4.1619	5.1607	1000GPgenotype	0.000061714096327
10	135090812	135092535	cg08413366	PPP3CB	60166221	0.590	5.4718	4.1769	5.1190	1000GPgenotype	0.000003374546904
7	50606059	50606149	cg17628717	HECW1	7288188	-0.589	5.4529	4.4081	5.3413	1000GPgenotype	0.000003524117869
17	15730467	15731525	cg10944783	TBPIP	22252581	-0.528	4.3168	4.0955	5.2709	1000GPgenotype	0.000048218250507
22	41428595	41428962	cg00199549	MCM5	7302622	0.538	4.4898	3.8773	4.7841	1000GPgenotype	0.000032373096448
17	68881570	68882400	cg00032227	NAT9	1402115	0.573	5.1273	4.1039	5.2803	1000GPgenotype	0.000007459070167
8	115710052	115712400	cg23526055	TCEB1	40664106	0.539	4.5039	4.2585	5.5558	1000GPgenotype	0.000031340784061
3	62585658	62587088	cg20449692	CLDN11	109033402	-0.558	4.8531	4.5369	5.5124	1000GPgenotype	0.000014025907551
4	186120545	186120652	cg26454299	PPP3CA	83633210	-0.599	5.6703	4.6307	5.6962	1000GPgenotype	0.000002136336575
9	140095736	140101839	cg20188282	GTF3C5	5202959	-0.541	4.5387	4.2806	5.2857	1000GPgenotype	0.000028925006261
2	162040514	162042287	cg06645778	HSPC159	97507543	-0.558	4.8531	4.5564	5.7989	1000GPgenotype	0.000014025853314
15	47332156	47335146	cg20484306	MAP2K1	17132834	-0.517	4.1288	4.0163	4.8204	1000GPgenotype	0.000074340093583
17	19512503	19512912	cg21571937	FZD2	20478078	0.556	4.8031	4.1157	5.0676	1000GPgenotype	0.000015735920953
19	737551	737695	cg04947578	C19orf10	3883710	0.517	4.1284	3.9795	4.9635	1000GPgenotype	0.000074410844106
19	737551	737695	cg01533387	IFI30	17408173	0.516	4.1111	3.9677	4.8645	1000GPgenotype	0.000077434859891
19	737551	737695	cg05955224	CRI2	43984799	0.518	4.1530	4.0271	5.1363	1000GPgenotype	0.000070311980056
19	737551	737695	cg04878842	ERCC2	49827831	0.608	5.8629	3.9789	4.8850	1000GPgenotype	0.000001371055939
15	22223428	22274001	cg05924191	FLJ20582	10818548	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
17	23054555	23054626	cg23918047	ARHGDIA	54367961	0.544	4.5917	4.1358	5.1860	1000GPgenotype	0.000025600764630
3	46769428	46826524	cg18925884	IL17RD	10381353	-0.476	4.9168	4.0728	5.0691	ConradGenotype	0.000012112900337
3	46769428	46826524	cg00838150	MITF	23073585	-0.468	4.7484	3.9728	4.8684	ConradGenotype	0.000017849104303
11	55121253	55209637	cg11980188	CYP2R1	40295772	-0.431	4.0337	4.0199	5.1477	ConradGenotype	0.000092529213007
11	55121253	55209637	cg01800843	ATM	52433212	-0.454	4.4728	3.9504	4.9795	ConradGenotype	0.000033666771438
2	54366555	54371160	cg17741106	RDH14	35763742	-0.443	4.2529	3.9618	5.0068	ConradGenotype	0.000055865658504
6	31378345	31387412	cg05402265	ICK	21651588	0.436	4.1306	4.0476	5.1787	ConradGenotype	0.000074023533061
2	131938233	131941074	cg13901526	GYPC	4809155	0.479	4.9758	4.0405	5.0632	ConradGenotype	0.000010572037163
2	131938233	131941074	cg01594915	HNRPA3	45846155	0.446	4.3100	4.0531	5.0384	ConradGenotype	0.000048975153251
2	131938233	131941074	cg17043155	MRPL19	56212027	0.443	4.2529	4.0360	5.0573	ConradGenotype	0.000055865559251
2	131938233	131941074	cg26454191	PMS1	58417647	0.444	4.2876	4.0343	4.9390	ConradGenotype	0.000051565936326
2	131938233	131941074	cg04533291	WDR39	35645572	-0.437	4.1470	4.1257	5.2182	ConradGenotype	0.000071278404134
5	19410578	19412168	cg03992230	HNRPH1	159571765	-0.462	4.6295	3.9755	4.9112	ConradGenotype	0.000023466888577
6	69527894	69528390	cg20879959	HLA-A	39509417	-0.476	4.9243	4.0740	5.1413	ConradGenotype	0.000011904373647
1	177722257	177724955	cg07597871	RAP1A	65759564	0.473	4.8644	4.1447	5.1548	ConradGenotype	0.000013663436561
18	61917905	61920159	cg25602457	DCC	13796581	-0.433	4.0727	3.6301	4.5228	ConradGenotype	0.000084585575442
2	1079649	1080699	cg13057368	SSB	169283676	-0.438	4.1655	4.0809	5.1691	ConradGenotype	0.000068309608840
19	59424694	59435445	cg05562817	MGC33839	2866987	0.416	3.7672	3.7061	4.8866	ConradGenotype	0.000170925548179
19	59424694	59435445	cg03900104	PPP1R13L	8828909	0.431	4.0436	3.7125	4.6126	ConradGenotype	0.000090443874233
19	59424694	59435445	cg18145683	JAK3	41609708	-0.420	3.8379	3.6724	4.6709	ConradGenotype	0.000145228715428
6	23268749	23271735	cg03807235	PEX7	113915769	0.439	4.1785	4.0409	4.9682	ConradGenotype	0.000066291257730
15	82606345	82625912	cg17788682	ARNT2	4132385	0.437	4.1469	3.7069	4.8036	ConradGenotype	0.000071296080084
4	42457499	42464276	cg22609784	MSX1	37546713	0.435	4.1050	4.0906	5.2428	ConradGenotype	0.000078514723643
7	102135311	102152748	cg13360404	KIAA0265	27353565	-0.436	4.1366	3.9919	4.9769	ConradGenotype	0.000073019309107
3	178865818	178866301	cg17767184	DHFRL1	83601519	-0.431	4.0386	4.0289	5.0148	ConradGenotype	0.000091496005156
3	178865818	178866301	cg06429195	DAZL	162244501	0.479	4.9791	4.0314	5.2509	ConradGenotype	0.000010492054897
12	40984186	40986093	cg08519905	CD9	34805356	0.444	4.2898	3.9902	4.9777	ConradGenotype	0.000051315250765
11	49666184	49714391	cg05812599	CLPB	22133188	0.429	4.0103	3.9719	4.8317	ConradGenotype	0.000097645494149
4	9783252	9843664	cg10063179	MTNR1A	177900079	0.435	4.1198	4.0891	5.1000	ConradGenotype	0.000075884044916
16	32364447	32569534	cg21503093	EMP2	21885199	0.431	4.0481	3.7021	4.7296	ConradGenotype	0.000089505620245
14	42057216	42062664	cg25836301	MEG3	58302251	0.444	4.2759	3.6902	4.5331	ConradGenotype	0.000052979132765
7	4039859	4049085	cg11467738	ARPC1B	94765777	0.443	4.2689	3.8354	4.6440	ConradGenotype	0.000053837270233
7	4039859	4049085	cg10289912	ZNRF2	26246835	0.435	4.1050	3.8799	4.8151	ConradGenotype	0.000078529986234
7	4039859	4049085	cg01527212	TRIAD3	1742787	0.453	4.4611	3.9092	4.9769	ConradGenotype	0.000034582321207
11	85980916	85984169	cg26125443	POLR2G	23696982	-0.443	4.2637	4.0641	4.9465	ConradGenotype	0.000054486271698
22	43933465	43935464	cg11826116	ATF4	5688071	-0.430	4.0262	3.6043	4.5427	ConradGenotype	0.000094140746166
17	15730266	15734437	cg27349746	UBTF	23920942	-0.447	4.3367	3.7910	4.9854	ConradGenotype	0.000046056130600
20	59546452	59547047	cg17371067	CEBPB	11305528	0.404	3.5663	3.5322	4.4571	ConradGenotype	0.000271454965817
20	59546452	59547047	cg04757428	STMN3	2207934	0.419	3.8305	3.5438	4.5854	ConradGenotype	0.000147727766106
9	90097884	90099175	cg15919045	NFIL3	3127612	0.452	4.4390	3.8734	4.8598	ConradGenotype	0.000036391122413
12	68575998	68577013	cg04926244	FLJ32894	43947986	0.438	4.1647	3.9186	4.8368	ConradGenotype	0.000068431237316
12	68575998	68577013	cg01493517	HOM-TES-103	62041440	0.439	4.1945	3.9571	4.8829	ConradGenotype	0.000063903503230
7	78509600	78512689	cg24650353	HIP1	3304717	0.447	4.3376	3.8287	4.7269	ConradGenotype	0.000045962955490
12	58808113	58811315	cg15062795	ETV6	47115945	0.454	4.4741	3.9320	4.8457	ConradGenotype	0.000033566461851
16	55884184	55884708	cg18160978	ZNF668	24891725	-0.425	3.9376	3.7057	4.6822	ConradGenotype	0.000115448792191
13	19548177	19549772	cg11668844	MCF2L	93154553	0.411	3.6965	3.6818	4.8394	ConradGenotype	0.000201129102501
16	70646001	70669798	cg01374047	HCFC1R1	67643662	0.482	5.0336	3.6351	4.5646	ConradGenotype	0.000009256251847
12	94561061	94562351	cg22573917	WNT1	46901841	-0.449	4.3806	3.9128	4.9940	ConradGenotype	0.000041628449328
1	159746569	159913382	cg24744425	RABIF	41294662	-0.511	5.6804	4.1743	5.1079	ConradGenotype	0.000002087164385
7	141388076	141441024	cg18349835	VIPR2	17215722	-0.481	5.0317	3.9457	5.1726	ConradGenotype	0.000009296786381
6	82232906	82234243	cg19221044	TAP2	49318880	-0.428	3.9813	3.9794	4.9704	ConradGenotype	0.000104407861023
8	16366558	16370954	cg27342122	PHF20L1	117488154	0.462	4.6296	3.9626	5.1196	ConradGenotype	0.000023463983867
11	48557432	48560877	cg24528523	SLC22A18	45679068	0.427	3.9728	3.9556	5.0063	ConradGenotype	0.000106473619960
10	3563693	3565449	cg09352789	XPNPEP1	108108632	0.450	4.3858	3.8920	4.8402	ConradGenotype	0.000041131815027
19	14907340	14910599	cg06600447	MGC2749	3620898	0.414	3.7438	3.6458	4.5074	ConradGenotype	0.000180391015921
19	14907340	14910599	cg03410718	FLJ45684	14310543	-0.524	6.0002	3.6982	4.6405	ConradGenotype	0.000000999518321
7	51422202	51423357	cg09504196	ZNF398	97031915	0.439	4.1951	4.0253	5.0090	ConradGenotype	0.000063805192533
5	87414712	87417880	cg13755535	LMAN2	89295164	-0.428	3.9784	3.9652	5.0711	ConradGenotype	0.000105106012687
9	28067619	28069168	cg25910443	C9orf3	68460392	-0.422	3.8805	3.8669	4.9987	ConradGenotype	0.000131659834615
16	67345074	67351437	cg19289461	SEPT1	37046083	0.415	3.7514	3.6739	4.6169	ConradGenotype	0.000177239164563
11	119578548	119579874	cg17606683	HSPC138	33887999	-0.432	4.0613	3.9632	4.8204	ConradGenotype	0.000086837239381
11	119578548	119579874	cg11879480	SLC36A4	27008553	-0.437	4.1543	3.9722	5.1998	ConradGenotype	0.000070094818296
8	89995905	89999006	cg22836229	EFCAB1	40186830	-0.434	4.0977	3.9210	4.7566	ConradGenotype	0.000079846483629
8	89995905	89999006	cg23290344	NEF3	65169465	-0.443	4.2527	3.9915	5.1351	ConradGenotype	0.000055889349610
1	204239359	204366782	cg14560895	JARID1B	3259540	-0.486	5.1229	4.2171	5.2190	ConradGenotype	0.000007535429339
1	204239359	204366782	cg01628253	HAX1	51791433	-0.445	4.3042	4.1308	5.1052	ConradGenotype	0.000049638215728
1	204239359	204366782	cg13650137	ASPM	8920850	-0.488	5.1788	4.1344	5.0407	ConradGenotype	0.000006624542135
1	204239359	204366782	cg06963844	FBXO6	192655973	-0.481	5.0163	4.1682	5.2434	ConradGenotype	0.000009632515413
1	204239359	204366782	cg18389062	MAN1A2	86591816	-0.462	4.6392	4.1447	5.1990	ConradGenotype	0.000022948786034
1	204239359	204366782	cg15056107	NUP133	23407588	-0.436	4.1279	4.1046	5.0070	ConradGenotype	0.000074484625757
1	204239359	204366782	cg10549188	ANP32E	55828058	-0.488	5.1628	4.1189	5.2577	ConradGenotype	0.000006873669743
20	42739045	42742188	cg06303238	SALL4	7110893	-0.443	4.2568	3.5552	4.4943	ConradGenotype	0.000055356064148
12	7713851	7715100	cg26829131	HOXC9	44965785	-0.529	6.1096	3.9082	5.2497	ConradGenotype	0.000000776967711
10	124206745	124207345	cg20778669	MGMT	7037986	0.433	4.0843	3.8628	4.7883	ConradGenotype	0.000082357115452
9	129072975	129074561	cg08026144	PCSK5	51377473	0.418	3.8063	3.7682	4.8803	ConradGenotype	0.000156202152626
6	719091	719831	cg02914379	MDFI	40994126	0.446	4.3210	4.0409	5.1727	ConradGenotype	0.000047757637359
11	57923640	57924844	cg05650764	SAPS3	10060492	0.446	4.3185	4.0392	5.2648	ConradGenotype	0.000048033988521
19	21428050	21429849	cg04947578	C19orf10	16807616	0.440	4.2005	3.6972	4.5992	ConradGenotype	0.000063030073178
